singleSetId,weight,reps,distance,duration,elevationGain,setNumber,exerciseSetParseId,exerciseName,workoutId,workoutDate,fake_user_id
smFPHcA9NO,8.0,12.0,0.0,0.0,0.0,2,W8uekBPkLc,Dumbbell Sumo Squat,t6kxsexlKH,2019-02-22,fake_id_663
I1IDAU8ifJ,0.0,13.0,0.0,0.0,0.0,3,UdDHMTHi1d,Star Jump,rOubYF9f9n,2019-08-02,fake_id_654
BrjBQey2DF,10.659433371737533,12.0,0.0,0.0,0.0,1,DDmQyPbX73,Dumbbell Sumo Squat,0o1MHtJ26u,2019-09-09,fake_id_654
YSLrhQQPvG,0.0,6.0,0.0,0.0,0.0,4,6VQx8ASumh,Tricep Push Up,sW8ataBZhL,2019-04-18,fake_id_654
Kc5DFM4FZp,72.57486550970236,10.0,0.0,0.0,0.0,3,NESojqB9r3,Machine Reverse Fly,P9h5YrVLLN,2019-05-13,fake_id_665
iWcVnx4Vdo,20.41168092460379,6.0,0.0,0.0,0.0,2,GaYkVeQdV0,Dumbbell Decline Bench Press,AU9Y3Vf6iZ,2019-06-16,fake_id_667
8Q04NQ8hhh,27.215574566138386,8.0,0.0,0.0,0.0,2,jh0XetJWd2,Cable Tricep Extension,Fg7ZMSkwVO,2018-02-06,fake_id_669
C7vVddqoqB,24.94761001896019,12.0,0.0,0.0,0.0,2,7cPdDT5VFh,Dumbbell Shrug,BHOMN8ZQEs,2019-04-25,fake_id_660
RGdMV2l9g7,13.607787283069193,12.0,0.0,0.0,0.0,1,ZKMiwotJEV,Hammerstrength Iso Row,EgqD0FUAkk,2019-04-07,fake_id_657
kKuehuDccg,4.989522003792038,15.0,0.0,0.0,0.0,1,JMDGFFE7tO,Concentration Curl,sycbTLz7nv,2019-03-30,fake_id_661
FjQBB2c9cy,22.67964547178199,8.0,0.0,0.0,0.0,2,O1C8U9Qoje,Tricep Overhead Extension with Rope,D5OnxJRgcF,2019-07-09,fake_id_664
viVdKP9HRb,0.0,15.0,0.0,0.0,0.0,4,hZNvcPIqXR,Single Leg Kickback,8pnREmUR1g,2019-01-19,fake_id_657
BPa7NopVoN,3.4019468207672983,15.0,0.0,0.0,0.0,3,QMFzxC32WK,Cable Lateral Raise,E1NWWEju0h,2018-09-18,fake_id_661
bdqvBedpaG,9.071858188712797,10.0,0.0,0.0,0.0,1,6lzfjSpOIn,Concentration Curl,qXA4HhkYPX,2019-01-23,fake_id_660
lsghOh2Fsh,99.79044007584076,8.0,0.0,0.0,0.0,1,wAJLnsJzAb,Seated Cable Row,fwHihXw6qZ,2019-06-11,fake_id_665
VLDYuNaMB0,0.0,18.0,0.0,0.0,0.0,2,U6igfSSKBX,Exercise Ball Crunch,wZfJnJ5R3w,2019-03-20,fake_id_663
oo5VuV2bZW,11.339822735890994,6.0,0.0,0.0,0.0,1,v2NE23EqZB,Standing Cable Core Twist,QP5TuXfDC8,2019-05-09,fake_id_664
HMG3VUDrGJ,0.0,14.0,0.0,0.0,0.0,1,xRZT5TukAx,Single Leg Glute Bridge,uUb2CNR6XJ,2019-05-29,fake_id_654
DFF6SCpzh7,30.0,12.0,0.0,0.0,0.0,1,Nt40j9Hfo8,Dumbbell Curl,H1uiaF5Zqm,2017-04-22,fake_id_652
QBqqfMuVAI,13.607787283069193,9.0,0.0,0.0,0.0,2,QHT4VdAcz3,Zottman Preacher Curl,kp3Fj2OuDj,2018-10-11,fake_id_651
98zats2kuW,10.659433371737533,8.0,0.0,0.0,0.0,5,zzvU2VM9vj,Dumbbell Bent Over Row,o8GpoRbUDB,2019-05-03,fake_id_654
n00c2VCv9Y,0.0,17.0,0.0,0.0,0.0,1,hmf2UUaEhf,Straight Leg Kickback,NeFWp7cAII,2019-07-19,fake_id_654
7O9QtY6sIR,17.5,8.0,0.0,0.0,0.0,1,rkAN0psuuC,Cable Face Pull,xWITbSpNFj,2019-06-26,fake_id_663
7KbW6tCoMZ,0.0,15.0,0.0,0.0,0.0,3,Lj5GypQfr1,Reverse Hyperextension,SdbVZFupy3,2018-08-07,fake_id_661
Lo8QkGEDaM,81.64672369841516,5.0,0.0,0.0,0.0,2,7DgyMuvVnF,Barbell Decline Bench Press,02tMlDFXKg,2018-08-29,fake_id_651
E8OKQz76re,7.5,10.0,0.0,0.0,0.0,1,iYfEBosh4H,Standing Cable Core Twist,QS048LxnVy,2018-12-06,fake_id_653
dbj6RmW5wD,0.0,12.0,0.0,0.0,0.0,1,2OxKuO1poc,Jump Squat,0o1MHtJ26u,2019-09-09,fake_id_654
FtDVhZMHUe,160.0,8.0,0.0,0.0,0.0,3,YBnCyLK727,Assisted Dip,bGPync9h1N,2017-07-04,fake_id_652
w5DHEomiiN,31.75150366049478,8.0,0.0,0.0,0.0,5,qLfHB45jDa,Hammerstrength Shrug,QP5TuXfDC8,2019-05-09,fake_id_664
cDKJaBMujd,9.071858188712797,18.0,0.0,0.0,0.0,1,SKovCQIItb,Preacher Curl,EgqD0FUAkk,2019-04-07,fake_id_657
eZ6fR4UfWH,230.0,5.0,0.0,0.0,0.0,1,RFHoVfxwVB,Decline Push Up,scmwVb8AdC,2017-07-21,fake_id_652
8rKetAGvGJ,15.87575183024739,10.0,0.0,0.0,0.0,1,BDqUF7z7Sx,Dumbbell Upright Row,5PaaTN0TdZ,2018-11-15,fake_id_651
Hbl8oyFyoh,55.0,10.0,0.0,0.0,0.0,1,1Ova48phvR,Palms-Down Barbell Wrist Curl,RiFhAYyuBu,2017-06-24,fake_id_651
HQvE7k3dwA,0.0,10.0,0.0,0.0,0.0,1,zETyAyK4mN,Bar Muscle Up,niunKZuvAT,2019-04-03,fake_id_654
mFBRsmwhHa,4.0,0.0,0.0,45.0,0.0,3,GqdJQ87n5M,Side Bridge,pVJNQPzRvz,2019-08-14,fake_id_653
p77lkKVH6Q,0.0,15.0,0.0,0.0,0.0,2,xRha9HuCmk,Hanging Leg Raise,fwHihXw6qZ,2019-06-11,fake_id_665
zQAC3204GX,16.0,3.0,0.0,0.0,0.0,1,IA779rDzIb,Dumbbell Shrug,KEnu4ncD0N,2019-06-18,fake_id_663
8kMtYNCvRh,22.67964547178199,10.0,0.0,0.0,0.0,1,dcdFWVzwVE,Machine Bicep Curl,Tz21P9UCyM,2019-06-10,fake_id_667
XwbpaBaRKj,24.94761001896019,12.0,0.0,0.0,0.0,4,qSASFTu9CQ,Tricep Press,iuPtl8wN4z,2019-08-21,fake_id_664
HfOWtIwai2,0.0,8.0,0.0,0.0,0.0,1,5UOGNUOlHV,Step Up,Mf6MF0yM0m,2018-02-11,fake_id_666
XEIS6sAqmy,0.1,12.0,0.0,0.0,0.0,2,XcpEs1RTiZ,Palms-Down Barbell Wrist Curl,4qu2ThXRcY,2019-02-04,fake_id_653
NnbaxrjpPu,19.95808801516815,12.0,0.0,0.0,0.0,1,iBTlTkLCFg,Kettlebell Sumo Squat,p7RfXycd2b,2019-08-15,fake_id_660
77Wyc4Epo9,5.669911367945497,25.0,0.0,0.0,0.0,1,rIku8stmDe,Dumbbell Sumo Squat,0XmchvMpn4,2018-07-14,fake_id_672
IV1kDA2OoN,0.0,2.0,0.0,0.0,0.0,3,8MQRbq6C1C,Mixed Grip Pull Up,lovkiQPqEz,2018-09-14,fake_id_653
bsr1vmiwjW,0.0,10.0,0.0,0.0,0.0,1,ARIxCiSMii,Tuck Jump,5oeVh6eSBL,2019-05-16,fake_id_654
yCw8CTqMn4,36.28743275485118,8.0,0.0,0.0,0.0,5,MoRJNkYyaT,Machine Shoulder Shrug,TR1KN77bIE,2019-05-28,fake_id_664
1lyrB4r0LN,5.669911367945497,6.0,0.0,0.0,0.0,3,PY7GUU8XNw,Cable Rear Delt Fly,2ZPTcGNLXn,2019-06-06,fake_id_667
7mb1Loy4I5,0.0,12.0,0.0,0.0,0.0,3,EsTuWagD0u,Leg Pull-In,XP9wgSCAf8,2019-07-04,fake_id_655
JBYkPOGkG6,0.0,16.0,0.0,0.0,0.0,3,UlJ0rgYjQl,Reverse Hyperextension,QCU6htWGHz,2018-08-14,fake_id_661
h6GAn7Z08e,0.0,8.0,0.0,0.0,0.0,2,kI0a6RAPwn,Oblique Crunch,glDWLT6jhC,2019-06-16,fake_id_655
2E3nmF4aPK,0.0,10.0,0.0,0.0,0.0,1,USUDDpBtRz,Box Jump,qYGJFjxouu,2018-12-21,fake_id_653
3WLHlwVd05,9.071858188712797,8.0,0.0,0.0,0.0,4,aOLTmXzsIT,Palms-Down Dumbbell Wrist Curl,QwyqOWtTHF,2019-03-13,fake_id_660
fvnNEC9LEQ,13.607787283069193,6.0,0.0,0.0,0.0,3,CUiAkGETz6,Barbell Step Up,nUsZ2mKomE,2019-01-29,fake_id_657
IjM1VLAeXP,0.0,15.0,0.0,0.0,0.0,1,Pf7rLzJtQn,TRX Tricep Extension,GCdF7I2cJF,2019-04-16,fake_id_665
1seSUnlwa4,4.535929094356399,8.0,0.0,0.0,0.0,3,7ghzOQXTfy,Cable Lateral Raise,ylqnhD2SMm,2019-07-10,fake_id_664
mVhgkUSHxJ,0.0,9.0,0.0,0.0,0.0,1,iTdSzpZKUZ,Medicine Ball Push Up,Qzk8P8SmQ2,2019-08-30,fake_id_654
f2dL103QpF,4.535929094356399,12.0,0.0,0.0,0.0,2,UCSKzdz6oa,Single Arm Landmine Press,5t7huiKe4v,2019-05-07,fake_id_654
iEnAer6XgA,0.0,8.0,0.0,0.0,0.0,1,O0xywIIPEW,Tricep Dip,XHqaOjkqwu,2018-08-15,fake_id_661
ENyJVoWwaB,4.535929094356399,16.0,0.0,0.0,0.0,4,aeKUhqZwH4,Incline Svend Press,pDFWrN0RKF,2019-08-09,fake_id_654
HZZ7IDyYYz,0.0,12.0,0.0,0.0,0.0,3,JI7tgeBnLd,Reverse Hyperextension,MWZo7sJLgR,2019-03-12,fake_id_665
HrfFUGg6tj,15.87575183024739,10.0,0.0,0.0,0.0,3,xLujgGGJfO,Front Plate Raise,H9kbwZ40rD,2019-06-08,fake_id_664
XC3VTcSUEe,13.607787283069193,7.0,0.0,0.0,0.0,1,8l0ApqjHcz,Single Arm Preacher Curl,pgGjGk78BG,2019-07-16,fake_id_651
Hjjc0TD4nG,0.0,15.0,0.0,0.0,0.0,1,L6HuwMxcJf,Sit Up,x4ISacFUrB,2019-03-02,fake_id_665
dD9cL7JDCl,124.73805009480093,20.0,0.0,0.0,0.0,1,3FrONGsBsX,Reverse Crunch,K5mBrR8FTC,2018-05-03,fake_id_668
QnB9GuLJwd,25.0,15.0,0.0,0.0,0.0,2,9MvFhT7E2c,Stiff-Legged Barbell Good Morning,CjaIjwpEGp,2019-07-25,fake_id_653
Gr5NxIjnod,18.14371637742559,12.0,0.0,0.0,0.0,1,zkp6X3dX9K,Dumbbell Bent Over Row,x9HYK4H7Cm,2019-07-10,fake_id_655
sWjz1f9xde,39.9161760303363,10.0,0.0,0.0,0.0,3,BsIDhlB2D4,Tricep Overhead Extension with Rope,rYmS7OCeGx,2019-06-12,fake_id_655
WYeYcmmCVe,4.535929094356399,8.0,0.0,0.0,0.0,3,URe0OpI2xT,Side Lunge,9VAOT4y8zo,2018-09-04,fake_id_661
ptaHPeQrim,0.0,14.0,0.0,0.0,0.0,2,XriBmUJvUi,TRX Squat and Row,4DqxjtebD4,2019-02-11,fake_id_653
LohMwPvEIH,0.0,10.0,0.0,0.0,0.0,1,0bKhtPeKbT,Standing Hip Adduction,GnflTbGfTX,2019-04-30,fake_id_670
Rko5Ftu4DZ,0.0,12.0,0.0,0.0,0.0,1,HulVcOIS29,Ab Rollout,MWZo7sJLgR,2019-03-12,fake_id_665
dLwR5a0gG2,0.0,10.0,0.0,0.0,0.0,2,FoBp7oExRp,Hanging Oblique Knee Raise,KnJeXQNpLc,2018-12-14,fake_id_653
VMTpF1NlkR,0.0,0.0,482.8032,297.0,0.0,1,XGU9XYtOsy,Running - Treadmill,pLRCAwFEEQ,2019-07-21,fake_id_667
D4fODuqt9o,24.94761001896019,15.0,0.0,0.0,0.0,4,Ymdu8EaAnX,Floor Press,xybDOeint0,2019-09-12,fake_id_654
w3X0ihS507,15.87575183024739,10.0,0.0,0.0,0.0,2,AyFUs4ICfl,Dumbbell Upright Row,pgGjGk78BG,2019-07-16,fake_id_651
200LHe0xg6,0.0,15.0,0.0,0.0,0.0,2,sLFKDDYvPj,Vertical Knee Raise,fbP8ewmLje,2019-05-23,fake_id_667
Hzk0uxMDsN,25.0,8.0,0.0,0.0,0.0,3,s4HX5ieucV,Dumbbell Incline Fly,5kPaSAN4YW,2017-04-03,fake_id_652
Fk7dSa8Q8W,8.391468824559336,12.0,0.0,0.0,0.0,1,CWBvQIXHp0,Dumbbell Clean,KWyry6N8rj,2019-07-05,fake_id_654
gaBAbatPBL,0.0,10.0,0.0,0.0,0.0,2,Pwe462A1Yk,Ab Rollout,CponLYaL2Y,2019-07-02,fake_id_667
VqBqXW4XLq,15.0,15.0,0.0,0.0,0.0,3,kkBkcR4VCI,Single Arm Lat Pulldown,D6zvckMxiO,2019-04-25,fake_id_653
Ki9XjEGVhA,0.0,18.0,0.0,0.0,0.0,2,eWBuRsCq1S,Scissor Crossover Kick,OpkQJQHPmS,2019-01-26,fake_id_657
v33PqgZI58,4.535929094356399,10.0,0.0,0.0,0.0,2,YgogFSk6Qi,Side Laterals to Front Raise,i2a1SjzA0m,2018-10-20,fake_id_661
TDbCMit2vl,0.0,0.0,2735.8848,900.0,0.0,1,tkOaYN8AXt,Elliptical,aWRU7fJ6vg,2018-10-11,fake_id_661
VqSR1dPMDZ,10.0,12.0,0.0,0.0,0.0,1,fzOdm9DBfg,Cable Wood Chop,DR7XMCqVCy,2018-12-09,fake_id_653
1Eb3mHVwfb,0.0,8.0,0.0,0.0,0.0,3,MSQgw6i96d,Lunge Jump,FnbYTXDlg0,2018-09-01,fake_id_661
NiNp7JvURr,18.14371637742559,10.0,0.0,0.0,0.0,1,7zzSbPVCYb,Single Arm Dumbbell Bench Press,QHsNBpsAm6,2019-02-11,fake_id_656
ApbNx1rf3f,0.0,18.0,0.0,0.0,0.0,2,KvaDRe2zgh,Leg Pull-In,bU6EWR1kaf,2019-01-17,fake_id_657
jQL8icc5QN,0.0,15.0,0.0,0.0,0.0,2,hQKxRSLd19,Scissor Kick,7oDxhShN1e,2019-03-15,fake_id_654
JYtSer7SQb,0.0,12.0,0.0,0.0,0.0,1,xxLaNguoyd,Reverse Hyperextension,azLkzoEMyK,2019-02-03,fake_id_657
Gd9xHp6Vmz,0.0,7.0,0.0,0.0,0.0,4,GlBijfeH17,Side Lunge,vgxBgaGdR2,2019-06-03,fake_id_654
0mOyH95sy7,5.0,12.0,0.0,0.0,0.0,1,TBHuTpBOY6,Pallof Press,oYOt8DFrA2,2019-04-15,fake_id_653
8bphVmUvNw,9.071858188712797,10.0,0.0,0.0,0.0,2,b0fuaCqhOr,Dumbbell Romanian Deadlift,Jv7QhvZIJm,2019-07-23,fake_id_661
MVKmqUJDvH,70.0,12.0,0.0,0.0,0.0,1,GYLrFz4MOM,Hammerstrength Decline Chest Press,5kPaSAN4YW,2017-04-03,fake_id_652
sFHNBu3dWh,95.25451098148432,3.0,0.0,0.0,0.0,3,nFQWCTNZV3,Calf Press,sQMmhHeNZE,2018-12-19,fake_id_660
YbKcvL4wUi,0.0,20.0,0.0,0.0,0.0,2,HfHYG7puHP,Bird Dog,PruGx5gy0u,2019-04-24,fake_id_654
2d7X20F1th,6.0,12.0,0.0,0.0,0.0,2,Gs0sOtuyuW,Dumbbell Skullcrusher,OH4KWB4zPd,2018-08-24,fake_id_653
xoRy8S64bM,6.8038936415345965,20.0,0.0,0.0,0.0,1,RxAsa0r8D9,Dumbbell Skullcrusher,qcUfaswC0M,2018-06-21,fake_id_668
DTlLfWTpnf,6.123504277381136,12.0,0.0,0.0,0.0,2,oqsXAHJVAb,Dumbbell Skullcrusher,8Zn9OwD9WH,2019-05-10,fake_id_654
Ym5921FZeo,4.535929094356399,12.0,0.0,0.0,0.0,1,1UzSFhV8EU,Dumbbell Skullcrusher,uFhtDpShYj,2018-08-02,fake_id_661
nIwltbC9il,11.339822735890994,8.0,0.0,0.0,0.0,2,PmbFHwQPba,Dumbbell Skullcrusher,DNSsl8OZ98,2019-07-01,fake_id_655
tzuScE8TLs,145.0,8.0,0.0,0.0,0.0,3,sUQgZJo9E1,Seated Leg Curl,zxxqVxvO9A,2017-04-27,fake_id_652
SeCAX6nqdG,40.0,12.0,0.0,0.0,0.0,4,GoDfkj35MX,Seated Leg Curl,GUFJCn5iyq,2019-07-24,fake_id_653
uAR1gzhJSO,0.0,16.0,0.0,0.0,0.0,3,Z9XQpUva64,Bench Dip,zSCZ0bLcLZ,2019-03-25,fake_id_656
nHQXPer2OJ,0.0,13.0,0.0,0.0,0.0,3,0JWDq0C2FS,Bench Dip,iuPtl8wN4z,2019-08-21,fake_id_664
Mg16l3Dnd6,63.50300732098956,5.0,0.0,0.0,0.0,5,r0GuPT3Qmh,Lat Pulldown,cdA4VW9GV0,2019-04-30,fake_id_664
tLdUwFwEvF,31.75150366049478,12.0,0.0,0.0,0.0,1,UBqTBF49u8,Lat Pulldown,sWgkxGx33L,2019-05-06,fake_id_657
ZbCpY8sWRo,45.35929094356398,12.0,0.0,0.0,0.0,1,Px2D28sd5B,Lat Pulldown,9XgI6XDjXw,2019-09-09,fake_id_656
3Ijd1eAOpF,35.0,8.0,0.0,0.0,0.0,1,PeboHR92ky,Lat Pulldown,oVO6udpDxD,2019-08-10,fake_id_659
jHcziKGCAN,12.5,10.0,0.0,0.0,0.0,3,UWaIBDxiE1,Dumbbell Front Raise,6TGYaUT8VC,2018-06-14,fake_id_653
W43cnTCzBB,25.0,10.0,0.0,0.0,0.0,1,xirr8kJ90P,Dumbbell Front Raise,ciZy3x5lWW,2017-07-06,fake_id_651
fRUrTKTvHI,6.8038936415345965,12.0,0.0,0.0,0.0,2,gHalDEjzq6,Dumbbell Front Raise,lZUCpcfUSi,2018-05-05,fake_id_668
GT5ExTtnHP,30.0,12.0,0.0,0.0,0.0,3,wIXFJcrqEH,Close-Grip Bench Press,4bLTDQam8e,2019-05-21,fake_id_653
EIrEs6c4RV,34.01946820767298,5.0,0.0,0.0,0.0,2,CqoJ9siC6U,Close-Grip Bench Press,4zowz1YumR,2019-05-07,fake_id_660
FoTc1QJXza,31.75150366049478,15.0,0.0,0.0,0.0,2,Bv2lssROlZ,Close-Grip Bench Press,biSh4O6BXx,2019-05-27,fake_id_656
36G8dtklJp,0.0,10.0,0.0,0.0,0.0,4,UnAPnN6AVr,Russian Twist,MrLxG8SLzn,2018-12-21,fake_id_661
MCiHxE5jTF,7.937875915123695,12.0,0.0,0.0,0.0,2,AzxvHDDYkA,Dumbbell Row,0MUEzLL2t4,2019-06-17,fake_id_654
I4jYlEPYex,31.75150366049478,12.0,0.0,0.0,0.0,3,RwLrDjGEEe,Dumbbell Row,uO2yELqh0z,2019-08-01,fake_id_660
NQp2Vx1LDH,10.659433371737533,10.0,0.0,0.0,0.0,3,qnKdMbRDkg,Dumbbell Row,fDf02dXg0x,2019-07-20,fake_id_654
KibasRMoQm,22.67964547178199,12.0,0.0,0.0,0.0,2,VgHDG2ajnU,Dumbbell Row,ZGBOSZ7asO,2019-05-09,fake_id_660
P5l4qYD6GH,11.339822735890994,10.0,0.0,0.0,0.0,3,IFsDDYkDQw,Dumbbell Row,aprcGXhMoG,2019-03-07,fake_id_662
yELsGB9MxY,22.67964547178199,8.0,0.0,0.0,0.0,1,9CHJHmlnY6,Skullcrusher,foxaoReqie,2019-06-12,fake_id_664
hl0JVrEiQ3,18.14371637742559,10.0,0.0,0.0,0.0,1,JEO8xDnuqG,Skullcrusher,QP5TuXfDC8,2019-05-09,fake_id_664
s36BHssdMA,9.071858188712797,12.0,0.0,0.0,0.0,3,ow8tACPUuj,Skullcrusher,jyeUCZ3ihU,2019-01-22,fake_id_657
POGu9YUyGs,24.94761001896019,12.0,0.0,0.0,0.0,4,IRixeZqD04,Lying Hamstrings Curl,pcno13jgNk,2019-06-05,fake_id_660
FYT12rzkaR,15.0,15.0,0.0,0.0,0.0,1,Xc9ImCGfZS,Lying Hamstrings Curl,trkk3eVtEE,2019-08-09,fake_id_653
Ke5gQAZkUE,63.50300732098956,10.0,0.0,0.0,0.0,3,P6Qqky4x8B,Lying Hamstrings Curl,XJTYeID8Xg,2019-02-14,fake_id_665
Bi0S74A6NF,11.339822735890994,10.0,0.0,0.0,0.0,3,eNPlDTrGmf,Back Extensions,is7OxAMXOr,2018-03-30,fake_id_674
NDaGnnhaWo,0.0,24.0,0.0,0.0,0.0,3,1fH33LzTnF,Back Extensions,facJaBaQbW,2019-05-07,fake_id_653
6JvJCnZ5bQ,0.0,12.0,0.0,0.0,0.0,1,DhCIBaXZ8M,Back Extensions,1VTwadxs48,2019-04-02,fake_id_658
rqFpeZPCEz,10.0,10.0,0.0,0.0,0.0,2,K1HvybEHZW,Back Extensions,8Qb5RwsqOn,2018-11-23,fake_id_653
EOMUBKZgDO,0.0,12.0,0.0,0.0,0.0,1,Qn2OFhYMIP,Air Squats,3qAXhl8FAC,2019-04-28,fake_id_661
HAiLG60tXS,230.0,9.0,0.0,0.0,0.0,2,RtFoTSJBj2,Air Squats,HBVpqX3ztr,2017-07-05,fake_id_652
CLGBcJIYWH,0.0,11.0,0.0,0.0,0.0,1,uExDhfBkjK,Air Squats,roMdNHKTC6,2019-06-26,fake_id_660
Z7SV1jiwFG,20.0,6.0,0.0,0.0,0.0,1,eYayVF0vCg,Cable Rope Tricep Extension,ZShzTHqzMv,2019-05-15,fake_id_653
dUE5mShEXU,44.905698034128335,12.0,0.0,0.0,0.0,5,uZsYcyKa0u,Cable Rope Tricep Extension,w0JIrHBzDT,2019-08-03,fake_id_655
F4M1PPGcOq,50.0,12.0,0.0,0.0,0.0,1,OXiNjLO7Vc,Cable Rope Tricep Extension,RiFhAYyuBu,2017-06-24,fake_id_651
MGWBA0yvqw,13.607787283069193,12.0,0.0,0.0,0.0,1,JFUH1AwHD9,Cable Rope Tricep Extension,DbZHw7BKSt,2019-03-29,fake_id_657
HlKZpKDy1K,17.5,10.0,0.0,0.0,0.0,2,VrWsaRPgh7,Cable Rope Tricep Extension,vlIBW8qdPS,2019-03-25,fake_id_653
pfLiIr7fMV,22.67964547178199,12.0,0.0,0.0,0.0,1,SjnhIZ5MkH,Cable Rope Tricep Extension,3Juy90S5t4,2019-08-13,fake_id_657
xbUdbi1jw8,26.081592292549285,10.0,0.0,0.0,0.0,2,m7kDhbD7Hu,Cable Rope Tricep Extension,qBjKVAdFLY,2018-12-22,fake_id_660
25NUrxpIts,12.0,15.0,0.0,0.0,0.0,2,knKjX6v3s5,Cable Rope Tricep Extension,GATsGEfoAg,2018-08-17,fake_id_653
QhnHx66sG5,31.75150366049478,15.0,0.0,0.0,0.0,2,JZlvA2UGf5,Cable Rope Tricep Extension,pxJboIOg3V,2019-04-29,fake_id_656
ut7GPtBrXH,40.0,10.0,0.0,0.0,0.0,2,Uonu2uWB7M,Cable Rope Tricep Extension,HpjbkJevZp,2017-07-02,fake_id_652
7L0QASlpEs,40.82336184920758,18.0,0.0,0.0,0.0,3,pkyVdjXJV2,Romanian Deadlift,ovtuqeVZEr,2019-06-04,fake_id_664
EfmLbtzTcZ,43.091326396385774,12.0,0.0,0.0,0.0,1,DaLTIMQIg5,Romanian Deadlift,ApYicfd553,2019-08-15,fake_id_655
ir8krwgv0i,52.16318458509857,8.0,0.0,0.0,0.0,3,4f82f3P6Ir,Romanian Deadlift,uT7NrdVCXR,2019-01-12,fake_id_657
TUg7IBnqiI,27.0,8.0,0.0,0.0,0.0,4,uzA7ouaZkf,EZ-Bar Curl,HWCNnKuKuh,2019-06-10,fake_id_653
PFK2z4C6Qb,5.0,15.0,0.0,0.0,0.0,1,3MyG7cc3Es,EZ-Bar Curl,CnIeD4LpUd,2018-10-31,fake_id_653
kvjL9dw0oQ,27.215574566138386,10.0,0.0,0.0,0.0,3,faPGtQa3Xn,EZ-Bar Curl,bB136pxmx5,2019-05-11,fake_id_664
ztIFa5GOAg,55.0,12.0,0.0,0.0,0.0,3,9aCXdYUhP8,EZ-Bar Curl,H1uiaF5Zqm,2017-04-22,fake_id_652
CilEmTQxBL,4.535929094356399,15.0,0.0,0.0,0.0,2,oCyyV7iyHj,Dumbbell Kickbacks,aprcGXhMoG,2019-03-07,fake_id_662
sjPOO5QAJP,0.0,18.0,0.0,0.0,0.0,2,PIH05WUdQn,Crunches,hb1HszgU0g,2019-08-24,fake_id_669
qiihFWAOm3,0.0,38.0,0.0,0.0,0.0,1,MuW1X1HfDq,Crunches,xXfcyvq779,2019-07-20,fake_id_661
j8n3sPLzf1,0.0,35.0,0.0,0.0,0.0,3,gC7wdA9Wfk,Crunches,66tAJZdMIe,2019-06-26,fake_id_654
bQ6kwcq7ME,20.0,6.0,0.0,0.0,0.0,1,PvtFS3p5VG,Back Squat,zRWwr1Rkk5,2019-06-17,fake_id_653
pxktAzqQHV,40.0,6.0,0.0,0.0,0.0,4,iLqZETop1n,Back Squat,WZgCBLsVmb,2019-06-25,fake_id_653
fvHgVQm2O8,142.88176647222653,3.0,0.0,0.0,0.0,5,7VcbV5jFXx,Back Squat,q8XQXSCZNr,2018-12-17,fake_id_651
8AK7yhKmFo,102.05840462301892,5.0,0.0,0.0,0.0,2,YMfvpd3IZq,Back Squat,c3BARIPHhL,2018-10-29,fake_id_651
kKx1vyqndT,43.091326396385774,6.0,0.0,0.0,0.0,2,CRV2dHi1gP,Back Squat,Q3DmcEqUFf,2019-01-09,fake_id_661
AMiMNPRQpn,30.0,3.0,0.0,0.0,0.0,2,SlOtAeIYk3,Back Squat,WGVDdH6WY5,2019-05-14,fake_id_653
CJGDNBU5mW,61.23504277381137,8.0,0.0,0.0,0.0,2,IXcBiNmHOE,Back Squat,InwL5nwQgZ,2019-07-19,fake_id_655
tupsOZ3hPu,0.0,15.0,0.0,0.0,0.0,3,ItzsLswo8a,Leg Raise,P9h5YrVLLN,2019-05-13,fake_id_665
PjsxOmEXrA,99.79044007584076,10.0,0.0,0.0,0.0,5,mafuLpZZVE,Leg Press,0zLOcl9ffh,2018-05-08,fake_id_668
Ct2TjZpcmF,175.99404886102826,12.0,0.0,0.0,0.0,4,QjApO5Kxbl,Leg Press,RuZpKB88Ge,2019-08-20,fake_id_651
ZXmN26pPaG,216.81741071023586,10.0,0.0,0.0,0.0,3,NeAbeLxb7M,Leg Press,n1rwYDjatw,2018-07-23,fake_id_658
kB4C1jyv4O,154.2215892081175,2.0,0.0,0.0,0.0,7,6hLUvDT2ag,Leg Press,WKp4CkD50A,2019-06-11,fake_id_664
n2YgVytt74,54.43114913227677,10.0,0.0,0.0,0.0,2,SbxvnwpzRY,Cable Row,IQG1pJndBq,2019-04-18,fake_id_664
NuZC2VdWB1,140.0,8.0,0.0,0.0,0.0,4,leFQvEgYxR,Cable Row,6c2K2BboEr,2017-06-14,fake_id_652
78Ez86VqCo,20.0,12.0,0.0,0.0,0.0,2,D4niDlEEJD,Cable Row,txlk1lHlL9,2019-04-17,fake_id_663
0EZBZ251UJ,49.89522003792038,12.0,0.0,0.0,0.0,2,IWqeBCP6R6,Cable Row,6KrL1iZvXP,2019-02-01,fake_id_673
odp0RS0ciu,24.94761001896019,8.0,0.0,0.0,0.0,1,XTPdrsTy0u,Cable Row,qwY75cQjvK,2019-01-23,fake_id_673
7rufzoKCDJ,59.0,8.0,0.0,0.0,0.0,1,xUzIa7LXq2,Cable Row,lHSMi1pzqO,2019-07-10,fake_id_659
eKB0JvC6pl,30.0,5.0,0.0,0.0,0.0,5,IT57FohCRR,Cable Row,jOhkXExQUH,2019-07-02,fake_id_663
